8,2,1,2,5,71863.0
8,2,1,2,0,68171.0
8,2,1,2,10,72964.0
8,2,1,11,0,69373.0
8,2,1,11,1,81875.0
8,2,1,11,3,74451.0
8,2,1,10,2,72964.0
8,2,1,10,7,64545.0
8,2,1,10,6,70558.0
8,2,9,6,0,92064.0
8,2,9,6,1,70185.0
8,2,9,6,6,96626.0
8,2,9,3,6,96245.0
8,2,9,3,4,43244.0
8,2,9,3,10,101054.0
8,2,9,4,6,46852.0
8,2,9,4,10,52771.0
8,2,9,4,9,52771.0
8,2,4,2,9,42097.0
8,2,4,2,2,42097.0
8,2,4,2,4,22406.0
8,2,4,9,3,52868.0
8,2,4,9,10,54297.0
8,2,4,9,7,47940.0
8,2,4,11,8,59290.0
8,2,4,11,6,55999.0
8,2,4,11,5,56851.0
8,9,8,4,9,56239.0
8,9,8,4,0,55738.0
8,9,8,4,3,54873.0
8,9,8,6,2,101842.0
8,9,8,6,3,127841.0
8,9,8,6,5,127442.0
8,9,8,2,7,90130.0
8,9,8,2,0,102236.0
8,9,8,2,2,106750.0
8,9,2,11,8,116763.0
8,9,2,11,10,116763.0
8,9,2,11,6,108368.0
8,9,2,8,5,105949.0
8,9,2,8,7,89857.0
8,9,2,8,0,98604.0
8,9,2,3,5,100910.0
8,9,2,3,9,102116.0
8,9,2,3,4,46422.0
8,9,0,5,9,132356.0
8,9,0,5,4,59498.0
8,9,0,5,3,128616.0
8,9,0,7,11,121889.0
8,9,0,7,1,62013.0
8,9,0,7,2,80057.0
8,9,0,2,10,107720.0
8,9,0,2,11,117863.0
8,9,0,2,0,100757.0
8,1,5,11,4,39887.0
8,1,5,11,9,79033.0
8,1,5,11,8,79033.0
8,1,5,0,9,69134.0
8,1,5,0,4,34129.0
8,1,5,0,0,69134.0
8,1,5,1,4,34713.0
8,1,5,1,0,68861.0
8,1,5,1,10,71873.0
8,1,4,7,11,35959.0
8,1,4,7,3,25798.0
8,1,4,7,1,28240.0
8,1,4,1,0,29370.0
8,1,4,1,8,31774.0
8,1,4,1,3,29060.0
8,1,4,10,2,23574.0
8,1,4,10,10,32354.0
8,1,4,10,8,32354.0
8,1,8,2,8,72480.0
8,1,8,2,0,69793.0
8,1,8,2,6,69881.0
8,1,8,5,10,71691.0
8,1,8,5,7,61987.0
8,1,8,5,4,42896.0
8,1,8,9,3,70839.0
8,1,8,9,0,70693.0
8,1,8,9,5,72366.0
5,5,7,5,11,110456.0
5,5,7,5,2,76749.0
5,5,7,5,9,104419.0
5,5,7,9,11,112871.0
5,5,7,9,7,89377.0
5,5,7,9,5,104419.0
5,5,7,0,5,103504.0
5,5,7,0,6,95800.0
5,5,7,0,11,113798.0
5,5,6,10,10,126645.0
5,5,6,10,6,123660.0
5,5,6,10,4,55493.0
5,5,6,6,5,117543.0
5,5,6,6,10,119409.0
5,5,6,6,8,119409.0
5,5,6,1,9,67821.0
5,5,6,1,6,63617.0
5,5,6,1,5,67821.0
5,5,1,4,8,35327.0
5,5,1,4,6,33874.0
5,5,1,4,11,40884.0
5,5,1,2,4,31952.0
5,5,1,2,8,66410.0
5,5,1,2,9,66410.0
5,5,1,1,0,67798.0
5,5,1,1,1,69700.0
5,5,1,1,4,34069.0
5,3,9,4,10,54036.0
5,3,9,4,5,54018.0
5,3,9,4,9,54036.0
5,3,9,6,1,67565.0
5,3,9,6,4,58199.0
5,3,9,6,11,134108.0
5,3,9,2,0,92167.0
5,3,9,2,7,85888.0
5,3,9,2,9,102069.0
5,3,0,5,8,129716.0
5,3,0,5,4,51542.0
5,3,0,5,11,135022.0
5,3,0,2,9,100806.0
5,3,0,2,5,96932.0
5,3,0,2,4,48862.0
5,3,0,3,10,128706.0
5,3,0,3,3,125545.0
5,3,0,3,0,128451.0
5,3,11,4,2,40855.0
5,3,11,4,0,63935.0
5,3,11,4,5,66420.0
5,3,11,3,2,100840.0
5,3,11,3,7,108699.0
5,3,11,3,9,129880.0
5,3,11,10,5,134646.0
5,3,11,10,6,132758.0
5,3,11,10,7,117102.0
5,10,10,8,8,133839.0
5,10,10,8,7,106648.0
5,10,10,8,2,102779.0
5,10,10,0,11,140718.0
5,10,10,0,3,130473.0
5,10,10,0,8,133700.0
5,10,10,2,0,99815.0
5,10,10,2,11,111061.0
5,10,10,2,3,102098.0
5,10,8,7,4,50589.0
5,10,8,7,8,112895.0
5,10,8,7,5,110080.0
5,10,8,3,9,129074.0
5,10,8,3,11,133707.0
5,10,8,3,2,102974.0
5,10,8,1,0,68890.0
5,10,8,1,9,71721.0
5,10,8,1,2,69021.0
5,10,3,8,1,71366.0
5,10,3,8,11,137460.0
5,10,3,8,10,131012.0
5,10,3,3,11,132796.0
5,10,3,3,5,126352.0
5,10,3,3,1,70498.0
5,10,3,6,10,123994.0
5,10,3,6,5,123686.0
5,10,3,6,1,67914.0
0,5,4,1,0,35168.0
0,5,4,1,9,35993.0
0,5,4,1,6,34213.0
0,5,4,2,2,33475.0
0,5,4,2,4,20928.0
0,5,4,2,9,33475.0
0,5,4,7,9,47103.0
0,5,4,7,2,25343.0
0,5,4,7,5,43787.0
0,5,11,0,6,126770.0
0,5,11,0,7,110810.0
0,5,11,0,3,128160.0
0,5,11,6,0,125823.0
0,5,11,6,9,137072.0
0,5,11,6,2,94802.0
0,5,11,7,11,123671.0
0,5,11,7,3,107776.0
0,5,11,7,7,100794.0
0,5,2,9,4,56718.0
0,5,2,9,0,97238.0
0,5,2,9,3,100757.0
0,5,2,6,5,97096.0
0,5,2,6,0,92285.0
0,5,2,6,8,98427.0
0,5,2,4,5,48995.0
0,5,2,4,8,49006.0
0,5,2,4,6,47694.0
0,8,2,7,3,88782.0
0,8,2,7,10,90450.0
0,8,2,7,5,87149.0
0,8,2,9,10,105900.0
0,8,2,9,6,101279.0
0,8,2,9,5,104866.0
0,8,2,8,5,104555.0
0,8,2,8,10,105900.0
0,8,2,8,0,101028.0
0,8,6,11,2,97296.0
0,8,6,11,7,115838.0
0,8,6,11,9,135526.0
0,8,6,5,2,93442.0
0,8,6,5,1,66422.0
0,8,6,5,11,132301.0
0,8,6,2,5,96683.0
0,8,6,2,10,98614.0
0,8,6,2,8,98614.0
0,8,11,4,0,63399.0
0,8,11,4,6,65727.0
0,8,11,4,5,65262.0
0,8,11,9,8,143483.0
0,8,11,9,10,143483.0
0,8,11,9,7,114982.0
0,8,11,1,5,78720.0
0,8,11,1,8,79729.0
0,8,11,1,1,79729.0
0,11,0,1,3,70297.0
0,11,0,1,11,79768.0
0,11,0,1,4,40519.0
0,11,0,4,0,65983.0
0,11,0,4,4,31406.0
0,11,0,4,6,60403.0
0,11,0,0,1,71975.0
0,11,0,0,9,136005.0
0,11,0,0,3,131713.0
0,11,4,9,8,66005.0
0,11,4,9,11,74445.0
0,11,4,9,7,58240.0
0,11,4,8,5,66002.0
0,11,4,8,1,43715.0
0,11,4,8,0,61809.0
0,11,4,1,1,43079.0
0,11,4,1,10,43079.0
0,11,4,1,8,43079.0
0,11,9,3,10,134155.0
0,11,9,3,5,132598.0
0,11,9,3,6,125577.0
0,11,9,11,3,137504.0
0,11,9,11,7,120491.0
0,11,9,11,10,147879.0
0,11,9,4,6,54236.0
0,11,9,4,9,62767.0
0,11,9,4,11,73737.0
